,date,hour,month,day,day_literal,year,spd,vsb,temp,dewp,slp,sd,hday,pickups,loadrank
555,20150524,9,5,24,6,2015,6,10.0,57,37,1027.6,0.0,0,1496,0
554,20150524,11,5,24,6,2015,3,10.0,57,40,1028.0,0.0,0,2656,0
553,20150524,14,5,24,6,2015,6,10.0,67,43,1027.9,0.0,0,3313,1
552,20150524,17,5,24,6,2015,7,10.0,78,37,1026.0,0.0,0,3775,1
551,20150524,19,5,24,6,2015,0,10.0,81,41,1024.6,0.0,0,3951,1
550,20150524,21,5,24,6,2015,5,10.0,77,46,1023.9,0.0,0,3684,1
549,20150525,0,5,25,0,2015,0,10.0,71,50,1023.7,0.0,1,3812,1
548,20150525,1,5,25,0,2015,0,10.0,69,50,1023.9,0.0,1,2928,1
547,20150525,4,5,25,0,2015,3,10.0,69,49,1024.5,0.0,1,1020,0
546,20150525,6,5,25,0,2015,5,10.0,66,50,1024.4,0.0,1,804,0
545,20150525,8,5,25,0,2015,6,10.0,65,52,1024.5,0.0,1,959,0
544,20150525,11,5,25,0,2015,0,10.0,66,54,1024.9,0.0,1,2121,0
543,20150525,13,5,25,0,2015,6,10.0,71,56,1025.0,0.0,1,2713,1
542,20150525,15,5,25,0,2015,7,10.0,75,57,1024.4,0.0,1,3228,1
541,20150525,17,5,25,0,2015,4,10.0,84,57,1023.1,0.0,1,3659,1
540,20150525,20,5,25,0,2015,10,10.0,84,56,1021.2,0.0,1,3627,1
539,20150525,21,5,25,0,2015,6,10.0,84,56,1020.9,0.0,1,3636,1
538,20150525,22,5,25,0,2015,6,10.0,82,57,1020.8,0.0,1,3671,1
537,20150525,23,5,25,0,2015,7,10.0,82,56,1021.0,0.0,1,3350,1
536,20150526,0,5,26,1,2015,7,10.0,81,55,1021.1,0.0,0,2517,0
535,20150526,2,5,26,1,2015,6,10.0,77,55,1022.0,0.0,0,750,0
534,20150526,3,5,26,1,2015,3,10.0,74,56,1022.3,0.0,0,474,0
533,20150526,4,5,26,1,2015,4,10.0,72,57,1022.5,0.0,0,592,0
532,20150526,5,5,26,1,2015,5,10.0,71,56,1022.0,0.0,0,1085,0
531,20150526,6,5,26,1,2015,8,10.0,71,53,1021.8,0.0,0,1780,0
530,20150526,7,5,26,1,2015,5,10.0,69,52,1021.9,0.0,0,2514,0
529,20150526,8,5,26,1,2015,7,10.0,69,52,1021.9,0.0,0,3686,1
528,20150526,9,5,26,1,2015,6,10.0,68,53,1022.1,0.0,0,3963,1
527,20150526,10,5,26,1,2015,8,10.0,67,54,1022.5,0.0,0,3290,1
526,20150526,11,5,26,1,2015,6,10.0,67,56,1023.1,0.0,0,2845,1
525,20150526,12,5,26,1,2015,3,10.0,68,57,1023.3,0.0,0,2697,1
524,20150526,13,5,26,1,2015,3,10.0,71,58,1023.2,0.0,0,2679,0
523,20150526,15,5,26,1,2015,3,10.0,79,60,1022.7,0.0,0,3441,1
522,20150526,18,5,26,1,2015,3,10.0,87,61,1021.5,0.0,0,5069,1
521,20150526,19,5,26,1,2015,5,10.0,86,60,1021.1,0.0,0,4960,1
520,20150526,20,5,26,1,2015,7,10.0,85,60,1020.6,0.0,0,4564,1
519,20150526,21,5,26,1,2015,6,10.0,85,61,1020.7,0.0,0,4586,1
518,20150527,2,5,27,2,2015,6,10.0,76,61,1020.8,0.0,0,948,0
517,20150527,7,5,27,2,2015,6,10.0,72,61,1021.0,0.0,0,2713,1
516,20150527,8,5,27,2,2015,8,10.0,71,62,1020.7,0.0,0,4160,1
515,20150527,9,5,27,2,2015,6,10.0,71,62,1020.9,0.0,0,4437,1
514,20150527,10,5,27,2,2015,8,9.1,71,63,1021.3,0.0,0,3662,1
513,20150527,11,5,27,2,2015,4,8.55,72,64,1021.4,0.0,0,2943,1
512,20150527,12,5,27,2,2015,7,7.0,73,64,1021.7,0.0,0,3082,1
511,20150527,13,5,27,2,2015,9,7.0,74,65,1021.7,0.0,0,3107,1
510,20150527,17,5,27,2,2015,1,8.0,81,65,1021.0,0.0,0,4896,1
509,20150527,18,5,27,2,2015,0,9.1,84,67,1020.3,0.0,0,5586,2
508,20150527,19,5,27,2,2015,7,8.0,81,65,1019.5,0.0,0,6771,2
507,20150527,20,5,27,2,2015,10,9.1,80,64,1019.0,0.0,0,7569,2
506,20150527,21,5,27,2,2015,3,9.1,79,63,1018.6,0.0,0,7834,2
505,20150527,22,5,27,2,2015,4,9.1,79,63,1018.1,0.0,0,6450,2
504,20150528,1,5,28,3,2015,3,8.0,71,67,1020.6,0.0,0,2045,0
503,20150528,4,5,28,3,2015,3,9.1,71,67,1020.3,0.0,0,647,0
502,20150528,6,5,28,3,2015,6,9.1,71,66,1020.0,0.0,0,1547,0
501,20150528,8,5,28,3,2015,6,9.1,70,66,1020.0,0.0,0,4269,1
500,20150528,9,5,28,3,2015,3,10.0,71,65,1020.2,0.0,0,4636,1
499,20150528,11,5,28,3,2015,4,6.0,71,66,1021.0,0.0,0,3324,1
498,20150528,12,5,28,3,2015,3,5.5,73,67,1021.2,0.0,0,3338,1
497,20150528,13,5,28,3,2015,3,7.0,73,63,1021.6,0.0,0,3233,1
496,20150528,14,5,28,3,2015,0,4.0,73,67,1021.7,0.0,0,3544,1
495,20150528,15,5,28,3,2015,5,6.0,77,68,1021.4,0.0,0,4114,1
494,20150528,17,5,28,3,2015,3,6.0,83,67,1020.6,0.0,0,5453,2
493,20150528,18,5,28,3,2015,3,7.0,84,68,1020.3,0.0,0,6552,2
492,20150528,19,5,28,3,2015,7,7.0,83,67,1020.0,0.0,0,7094,2
491,20150528,20,5,28,3,2015,5,8.0,81,66,1019.8,0.0,0,6352,2
490,20150528,21,5,28,3,2015,3,10.0,83,66,1019.3,0.0,0,6392,2
489,20150528,22,5,28,3,2015,0,10.0,82,67,1019.5,0.0,0,7048,2
488,20150528,23,5,28,3,2015,0,10.0,83,66,1019.9,0.0,0,6643,2
487,20150529,2,5,29,4,2015,6,10.0,78,53,1022.6,0.0,0,1643,0
486,20150529,5,5,29,4,2015,9,10.0,72,52,1024.2,0.0,0,1197,0
485,20150529,9,5,29,4,2015,6,10.0,66,53,1024.6,0.0,0,4406,1
484,20150529,11,5,29,4,2015,6,10.0,66,53,1025.8,0.0,0,3272,1
483,20150529,14,5,29,4,2015,7,10.0,72,54,1026.0,0.0,0,3648,1
482,20150529,15,5,29,4,2015,5,10.0,74,54,1025.8,0.0,0,4192,1
481,20150529,17,5,29,4,2015,0,10.0,82,53,1024.8,0.0,0,5498,2
480,20150529,18,5,29,4,2015,0,10.0,84,55,1024.4,0.0,0,6210,2
479,20150529,19,5,29,4,2015,3,10.0,81,55,1024.6,0.0,0,6992,2
478,20150529,20,5,29,4,2015,6,10.0,79,55,1023.9,0.0,0,6614,2
477,20150529,21,5,29,4,2015,5,10.0,78,55,1023.6,0.0,0,6056,2
476,20150529,22,5,29,4,2015,7,10.0,73,55,1023.4,0.0,0,5883,2
475,20150529,23,5,29,4,2015,5,10.0,72,56,1023.6,0.0,0,7720,2
474,20150530,0,5,30,5,2015,6,10.0,71,56,1023.6,0.0,0,7521,2
473,20150530,1,5,30,5,2015,3,10.0,68,57,1023.8,0.0,0,6014,2
472,20150530,3,5,30,5,2015,0,10.0,68,59,1023.9,0.0,0,2595,0
471,20150530,4,5,30,5,2015,0,9.1,68,61,1023.2,0.0,0,1842,0
470,20150530,6,5,30,5,2015,0,10.0,68,60,1022.7,0.0,0,1117,0
469,20150530,7,5,30,5,2015,0,10.0,67,60,1022.3,0.0,0,1232,0
468,20150530,8,5,30,5,2015,3,10.0,68,61,1022.2,0.0,0,1839,0
467,20150530,10,5,30,5,2015,6,10.0,68,63,1022.9,0.0,0,3142,1
466,20150530,12,5,30,5,2015,5,10.0,71,64,1023.1,0.0,0,3871,1
465,20150530,13,5,30,5,2015,8,10.0,73,64,1023.0,0.0,0,4246,1
464,20150530,14,5,30,5,2015,7,10.0,75,65,1022.7,0.0,0,4416,1
463,20150530,15,5,30,5,2015,5,10.0,77,65,1022.2,0.0,0,4694,1
462,20150530,16,5,30,5,2015,3,10.0,80,65,1021.7,0.0,0,5197,1
461,20150530,17,5,30,5,2015,6,10.0,82,64,1021.0,0.0,0,5985,2
460,20150530,18,5,30,5,2015,7,10.0,84,65,1020.4,0.0,0,6592,2
459,20150530,19,5,30,5,2015,7,10.0,84,64,1019.7,0.0,0,6777,2
458,20150530,20,5,30,5,2015,9,10.0,82,63,1018.8,0.0,0,6440,2
457,20150530,21,5,30,5,2015,9,10.0,79,61,1018.2,0.0,0,6109,2
456,20150530,22,5,30,5,2015,10,10.0,77,61,1018.1,0.0,0,6370,2
455,20150530,23,5,30,5,2015,7,10.0,77,62,1017.8,0.0,0,7395,2
454,20150531,0,5,31,6,2015,7,10.0,76,62,1017.4,0.0,0,7207,2
453,20150531,1,5,31,6,2015,5,10.0,76,62,1017.9,0.0,0,6210,2
452,20150531,3,5,31,6,2015,6,10.0,74,60,1018.3,0.0,0,3174,1
451,20150531,4,5,31,6,2015,3,10.0,74,61,1018.3,0.0,0,2317,0
450,20150531,6,5,31,6,2015,6,10.0,73,60,1018.1,0.0,0,1118,0
449,20150531,9,5,31,6,2015,7,10.0,71,61,1017.3,0.0,0,2041,0
448,20150531,10,5,31,6,2015,8,10.0,71,62,1017.6,0.0,0,2807,1
447,20150531,11,5,31,6,2015,0,10.0,71,62,1017.8,0.0,0,3422,1
446,20150531,12,5,31,6,2015,0,10.0,72,63,1017.8,0.0,0,3843,1
445,20150531,13,5,31,6,2015,3,10.0,75,64,1017.9,0.0,0,4153,1
444,20150531,14,5,31,6,2015,3,10.0,76,65,1018.1,0.0,0,4391,1
443,20150531,15,5,31,6,2015,1,10.0,78,66,1017.9,0.0,0,4512,1
442,20150531,17,5,31,6,2015,6,10.0,86,66,1017.0,0.0,0,6013,2
441,20150531,18,5,31,6,2015,5,10.0,82,65,1016.4,0.0,0,7100,2
440,20150531,19,5,31,6,2015,4,6.66666666666667,75,70,1016.3,0.0,0,6865,2
439,20150531,20,5,31,6,2015,8,5.9,74,65,1015.9,0.0,0,6062,2
438,20150531,21,5,31,6,2015,6,1.45,70,68,1016.9,0.0,0,5574,2
437,20150601,0,6,1,0,2015,2,3.4,69,66,1017.2,0.0,0,2444,0
436,20150601,4,6,1,0,2015,9,10.0,59,56,1020.2,0.0,0,759,0
435,20150601,6,6,1,0,2015,10,10.0,57,54,1019.4,0.0,0,1819,0
434,20150601,10,6,1,0,2015,7,10.0,57,54,1019.0,0.0,0,4357,1
433,20150601,12,6,1,0,2015,8,2.5,55,53,1020.3,0.0,0,4830,1
432,20150601,15,6,1,0,2015,10,1.7,55,53,1020.2,0.0,0,3941,1
431,20150601,16,6,1,0,2015,9,4.5,55,53,1020.2,0.0,0,4226,1
430,20150601,18,6,1,0,2015,13,5.0,55,52,1019.9,0.0,0,5680,2
429,20150601,19,6,1,0,2015,16,4.0,56,52,1019.5,0.0,0,6811,2
428,20150601,20,6,1,0,2015,13,5.0,56,52,1019.7,0.0,0,6383,2
427,20150601,21,6,1,0,2015,14,4.0,56,53,1019.6,0.0,0,6127,2
426,20150601,22,6,1,0,2015,11,4.0,56,52,1019.5,0.0,0,5846,2
425,20150601,23,6,1,0,2015,11,6.0,56,52,1019.8,0.0,0,5020,1
424,20150602,0,6,2,1,2015,8,6.0,55,52,1019.6,0.0,0,3151,1
423,20150602,1,6,2,1,2015,17,4.0,54,51,1020.4,0.0,0,1902,0
422,20150602,2,6,2,1,2015,9,4.0,54,51,1020.9,0.0,0,1173,0
421,20150602,6,6,2,1,2015,9,6.0,51,48,1020.4,0.0,0,1566,0
420,20150602,7,6,2,1,2015,7,7.0,50,47,1019.7,0.0,0,2910,1
419,20150602,8,6,2,1,2015,8,9.33333333333333,50,47,1020.0,0.0,0,4688,1
418,20150602,10,6,2,1,2015,10,6.0,50,47,1019.3,0.0,0,4417,1
417,20150602,12,6,2,1,2015,6,2.6,51,48,1020.3,0.0,0,3398,1
416,20150602,13,6,2,1,2015,6,2.8,51,48,1020.8,0.0,0,3280,1
415,20150602,14,6,2,1,2015,8,4.0,52,49,1020.7,0.0,0,3539,1
414,20150602,17,6,2,1,2015,7,7.55,54,50,1020.9,0.0,0,5675,2
413,20150602,18,6,2,1,2015,6,6.0,54,50,1020.7,0.0,0,6675,2
412,20150602,19,6,2,1,2015,6,3.0,54,50,1020.5,0.0,0,7834,2
411,20150602,20,6,2,1,2015,7,9.1,54,52,1020.0,0.0,0,7124,2
410,20150602,21,6,2,1,2015,3,6.0,54,51,1020.1,0.0,0,6913,2
409,20150602,22,6,2,1,2015,5,6.0,54,51,1020.5,0.0,0,6825,2
408,20150602,23,6,2,1,2015,3,4.0,54,52,1020.7,0.0,0,5570,2
407,20150603,4,6,3,2,2015,4,7.0,53,51,1022.2,0.0,1,586,0
406,20150603,5,6,3,2,2015,5,7.5,53,50,1022.1,0.0,1,946,0
405,20150603,6,6,3,2,2015,6,10.0,53,50,1021.9,0.0,1,1505,0
404,20150603,8,6,3,2,2015,6,8.0,53,51,1022.2,0.0,1,4004,1
403,20150603,9,6,3,2,2015,6,10.0,52,49,1022.5,0.0,1,4409,1
402,20150603,11,6,3,2,2015,6,10.0,53,49,1023.4,0.0,1,3072,1
401,20150603,12,6,3,2,2015,6,10.0,54,48,1023.5,0.0,1,3077,1
400,20150603,13,6,3,2,2015,6,10.0,56,49,1023.8,0.0,1,2899,1
399,20150603,15,6,3,2,2015,3,10.0,61,50,1023.9,0.0,1,3519,1
398,20150603,17,6,3,2,2015,3,10.0,65,49,1023.3,0.0,1,4748,1
397,20150603,18,6,3,2,2015,6,10.0,69,47,1022.9,0.0,1,5598,2
396,20150603,19,6,3,2,2015,7,10.0,70,45,1022.4,0.0,1,6543,2
395,20150603,20,6,3,2,2015,3,10.0,69,49,1022.0,0.0,1,5997,2
394,20150603,21,6,3,2,2015,7,10.0,64,52,1021.8,0.0,1,6280,2
393,20150603,22,6,3,2,2015,6,10.0,60,50,1022.0,0.0,1,6731,2
392,20150603,23,6,3,2,2015,7,10.0,60,49,1022.3,0.0,1,6018,2
391,20150604,0,6,4,3,2015,3,10.0,58,49,1022.7,0.0,0,4446,1
390,20150604,2,6,4,3,2015,4,10.0,56,48,1024.3,0.0,0,1250,0
389,20150604,9,6,4,3,2015,7,10.0,56,47,1024.4,0.0,0,3885,1
388,20150604,10,6,4,3,2015,10,10.0,55,47,1025.0,0.0,0,3539,1
387,20150604,11,6,4,3,2015,8,10.0,54,47,1025.2,0.0,0,3157,1
386,20150604,12,6,4,3,2015,7,10.0,55,46,1025.4,0.0,0,3346,1
385,20150604,13,6,4,3,2015,7,10.0,55,47,1025.5,0.0,0,3116,1
384,20150604,14,6,4,3,2015,7,10.0,56,47,1025.6,0.0,0,3386,1
383,20150604,15,6,4,3,2015,5,10.0,58,48,1025.5,0.0,0,3899,1
382,20150604,17,6,4,3,2015,6,10.0,62,49,1025.0,0.0,0,5234,1
381,20150604,18,6,4,3,2015,5,10.0,64,50,1024.5,0.0,0,6380,2
380,20150604,19,6,4,3,2015,3,10.0,64,50,1024.3,0.0,0,7165,2
379,20150604,20,6,4,3,2015,7,10.0,63,49,1023.8,0.0,0,6593,2
378,20150604,21,6,4,3,2015,9,10.0,63,49,1023.9,0.0,0,6919,2
377,20150604,22,6,4,3,2015,0,10.0,62,48,1023.5,0.0,0,7324,2
376,20150604,23,6,4,3,2015,5,10.0,60,47,1023.5,0.0,0,6833,2
375,20150605,0,6,5,4,2015,5,10.0,60,46,1023.1,0.0,0,5860,2
374,20150605,1,6,5,4,2015,0,10.0,58,47,1022.9,0.0,0,3186,1
373,20150605,4,6,5,4,2015,6,10.0,58,47,1022.9,0.0,0,1021,0
372,20150605,5,6,5,4,2015,3,10.0,57,47,1022.5,0.0,0,1180,0
371,20150605,6,6,5,4,2015,7,10.0,56,48,1022.1,0.0,0,1601,0
370,20150605,8,6,5,4,2015,5,10.0,55,47,1021.0,0.0,0,3988,1
369,20150605,11,6,5,4,2015,6,10.0,56,48,1020.1,0.0,0,4469,1
368,20150605,12,6,5,4,2015,6,10.0,57,48,1020.3,0.0,0,4510,1
367,20150605,14,6,5,4,2015,4,8.025,58,49,1019.7,0.0,0,4391,1
366,20150605,15,6,5,4,2015,3,2.12,56,52,1019.5,0.0,0,4511,1
365,20150605,16,6,5,4,2015,0,2.51666666666667,57,53,1019.5,0.0,0,4720,1
364,20150605,17,6,5,4,2015,0,1.46,57,54,1018.7,0.0,0,5310,1
363,20150605,18,6,5,4,2015,4,2.64285714285714,60,56,1018.2,0.0,0,5891,2
362,20150605,19,6,5,4,2015,5,4.5,63,58,1016.9,0.0,0,6517,2
361,20150605,20,6,5,4,2015,2,6.33333333333333,65,57,1016.0,0.0,0,6020,2
360,20150605,21,6,5,4,2015,0,6.33333333333333,69,58,1015.3,0.0,0,5872,2
359,20150605,22,6,5,4,2015,3,6.0,69,57,1014.6,0.0,0,6086,2
358,20150605,23,6,5,4,2015,4,10.0,66,56,1014.3,0.0,0,7175,2
357,20150606,0,6,6,5,2015,0,10.0,64,55,1014.0,0.0,0,7365,2
356,20150606,1,6,6,5,2015,0,10.0,63,55,1014.1,0.0,0,5917,2
355,20150606,5,6,6,5,2015,0,9.1,62,56,1012.6,0.0,0,1584,0
354,20150606,7,6,6,5,2015,1,5.33333333333333,60,58,1011.4,0.0,0,1593,0
353,20150606,9,6,6,5,2015,0,3.26666666666667,61,59,1011.0,0.0,0,2542,0
352,20150606,10,6,6,5,2015,2,1.48333333333333,61,60,1010.9,0.0,0,3318,1
351,20150606,15,6,6,5,2015,9,9.1,65,61,1013.7,0.0,0,4490,1
350,20150606,17,6,6,5,2015,6,10.0,69,60,1014.5,0.0,0,5276,1
349,20150606,18,6,6,5,2015,6,10.0,72,54,1014.1,0.0,0,5714,2
348,20150606,19,6,6,5,2015,8,10.0,73,53,1014.1,0.0,0,5932,2
347,20150606,20,6,6,5,2015,9,10.0,75,48,1014.7,0.0,0,5681,2
346,20150606,21,6,6,5,2015,9,10.0,75,38,1014.6,0.0,0,5507,2
345,20150606,22,6,6,5,2015,7,10.0,74,32,1015.0,0.0,0,6396,2
344,20150606,23,6,6,5,2015,7,10.0,73,33,1015.7,0.0,0,7287,2
343,20150607,0,6,7,6,2015,6,10.0,71,34,1016.4,0.0,0,7516,2
342,20150607,1,6,7,6,2015,5,10.0,67,31,1017.2,0.0,0,6648,2
341,20150607,2,6,7,6,2015,6,10.0,67,34,1017.7,0.0,0,4777,1
340,20150607,3,6,7,6,2015,0,10.0,64,38,1018.4,0.0,0,3327,1
339,20150607,4,6,7,6,2015,0,10.0,63,38,1018.8,0.0,0,2422,0
338,20150607,6,6,7,6,2015,5,10.0,61,31,1019.2,0.0,0,1137,0
337,20150607,7,6,7,6,2015,0,10.0,60,31,1019.8,0.0,0,1142,0
336,20150607,10,6,7,6,2015,0,10.0,56,39,1021.6,0.0,0,2649,0
335,20150607,11,6,7,6,2015,6,10.0,58,40,1021.9,0.0,0,3373,1
334,20150607,15,6,7,6,2015,0,10.0,68,43,1022.5,0.0,0,4424,1
333,20150607,17,6,7,6,2015,3,10.0,73,49,1021.6,0.0,0,4604,1
332,20150607,19,6,7,6,2015,7,10.0,73,45,1021.2,0.0,0,4693,1
331,20150607,21,6,7,6,2015,3,10.0,70,46,1020.4,0.0,0,4236,1
330,20150607,22,6,7,6,2015,4,10.0,68,43,1020.1,0.0,0,4362,1
329,20150608,1,6,8,0,2015,8,10.0,64,46,1019.9,0.0,0,1872,0
328,20150608,4,6,8,0,2015,0,10.0,64,47,1019.9,0.0,0,701,0
327,20150608,7,6,8,0,2015,3,10.0,63,54,1018.1,0.0,0,2716,1
326,20150608,15,6,8,0,2015,8,10.0,69,59,1014.4,0.0,0,3335,1
325,20150608,19,6,8,0,2015,8,10.0,78,61,1010.7,0.0,0,5021,1
324,20150608,20,6,8,0,2015,3,10.0,77,61,1009.8,0.0,0,4383,1
323,20150608,21,6,8,0,2015,9,10.0,76,61,1009.3,0.0,0,4727,1
322,20150609,4,6,9,1,2015,10,7.0,69,65,1009.4,0.0,0,540,0
321,20150609,5,6,9,1,2015,5,7.0,69,65,1008.4,0.0,0,956,0
320,20150609,8,6,9,1,2015,6,9.1,68,65,1006.0,0.0,0,4342,1
319,20150609,9,6,9,1,2015,0,9.7,68,65,1006.1,0.0,0,4749,1
318,20150609,10,6,9,1,2015,1,9.7,69,65,1006.3,0.0,0,3968,1
317,20150609,11,6,9,1,2015,5,9.1,70,65,1006.1,0.0,0,3186,1
316,20150609,12,6,9,1,2015,4,7.0,70,66,1006.0,0.0,0,3194,1
315,20150609,13,6,9,1,2015,4,7.0,70,66,1006.1,0.0,0,3084,1
314,20150609,16,6,9,1,2015,0,8.0,77,67,1005.1,0.0,0,4079,1
313,20150609,18,6,9,1,2015,8,9.1,80,66,1003.8,0.0,0,5458,2
312,20150609,19,6,9,1,2015,5,10.0,80,65,1003.3,0.0,0,5843,2
311,20150609,20,6,9,1,2015,6,10.0,82,62,1003.6,0.0,0,5059,1
310,20150609,21,6,9,1,2015,7,10.0,82,57,1003.9,0.0,0,5491,2
309,20150609,22,6,9,1,2015,9,10.0,81,56,1004.4,0.0,0,5658,2
308,20150609,23,6,9,1,2015,10,10.0,81,54,1005.0,0.0,0,4671,1
307,20150610,1,6,10,2,2015,0,10.0,78,54,1006.6,0.0,0,1865,0
306,20150610,2,6,10,2,2015,7,10.0,75,54,1007.7,0.0,0,1022,0
305,20150610,3,6,10,2,2015,5,10.0,73,55,1008.2,0.0,0,637,0
304,20150610,4,6,10,2,2015,0,10.0,71,55,1008.8,0.0,0,637,0
303,20150610,5,6,10,2,2015,5,10.0,71,56,1008.8,0.0,0,966,0
302,20150610,7,6,10,2,2015,0,10.0,68,56,1009.4,0.0,0,2687,0
301,20150610,9,6,10,2,2015,3,10.0,67,56,1010.4,0.0,0,4526,1
300,20150610,11,6,10,2,2015,0,10.0,67,56,1011.5,0.0,0,3237,1
299,20150610,12,6,10,2,2015,0,10.0,69,56,1012.0,0.0,0,3220,1
298,20150610,13,6,10,2,2015,5,10.0,70,57,1012.3,0.0,0,3189,1
297,20150610,14,6,10,2,2015,0,10.0,73,57,1012.3,0.0,0,3455,1
296,20150610,16,6,10,2,2015,0,10.0,78,55,1012.3,0.0,0,4340,1
295,20150610,17,6,10,2,2015,5,10.0,80,56,1012.1,0.0,0,4857,1
294,20150610,18,6,10,2,2015,5,10.0,82,54,1011.4,0.0,0,5719,2
293,20150610,19,6,10,2,2015,5,10.0,81,56,1010.8,0.0,0,6402,2
292,20150610,20,6,10,2,2015,5,10.0,77,56,1011.2,0.0,0,5577,2
291,20150610,21,6,10,2,2015,5,10.0,79,57,1010.9,0.0,0,5816,2
290,20150610,22,6,10,2,2015,5,10.0,80,57,1010.4,0.0,0,6129,2
289,20150610,23,6,10,2,2015,0,9.1,79,57,1010.4,0.0,0,5674,2
288,20150611,0,6,11,3,2015,0,10.0,77,58,1010.4,0.0,0,3913,1
287,20150611,1,6,11,3,2015,3,9.1,77,57,1010.5,0.0,0,2214,0
286,20150611,5,6,11,3,2015,8,10.0,74,58,1011.3,0.0,0,999,0
285,20150611,6,6,11,3,2015,7,10.0,73,59,1011.0,0.0,0,1666,0
284,20150611,7,6,11,3,2015,8,9.1,73,59,1011.2,0.0,0,2819,1
283,20150611,8,6,11,3,2015,5,8.0,73,59,1011.1,0.0,0,4172,1
282,20150611,11,6,11,3,2015,5,6.0,73,61,1011.7,0.0,0,3537,1
281,20150611,15,6,11,3,2015,3,6.0,80,64,1012.1,0.0,0,4393,1
280,20150611,16,6,11,3,2015,9,6.0,84,64,1012.0,0.0,0,5021,1
279,20150611,17,6,11,3,2015,5,6.0,87,67,1012.0,0.0,0,5676,2
278,20150611,18,6,11,3,2015,8,6.0,85,65,1011.6,0.0,0,6766,2
277,20150611,19,6,11,3,2015,6,6.0,88,67,1011.3,0.0,0,7639,2
276,20150611,20,6,11,3,2015,5,6.0,89,66,1010.9,0.0,0,7092,2
275,20150611,21,6,11,3,2015,3,6.0,89,67,1010.8,0.0,0,7180,2
274,20150611,22,6,11,3,2015,0,6.0,88,67,1010.6,0.0,0,7863,2
273,20150611,23,6,11,3,2015,5,7.0,89,66,1011.0,0.0,0,7187,2
272,20150612,0,6,12,4,2015,3,6.0,87,66,1011.6,0.0,0,6195,2
271,20150612,3,6,12,4,2015,6,7.0,85,67,1013.1,0.0,0,1102,0
270,20150612,4,6,12,4,2015,0,7.0,84,67,1013.4,0.0,0,1028,0
269,20150612,5,6,12,4,2015,3,7.0,83,68,1013.2,0.0,0,1354,0
268,20150612,8,6,12,4,2015,0,7.0,77,65,1013.4,0.0,0,4112,1
267,20150612,9,6,12,4,2015,5,9.1,76,58,1013.9,0.0,0,4610,1
266,20150612,11,6,12,4,2015,8,9.1,75,58,1015.2,0.0,0,3749,1
265,20150612,12,6,12,4,2015,0,9.1,76,58,1015.6,0.0,0,3639,1
264,20150612,16,6,12,4,2015,6,9.1,82,60,1014.2,0.0,0,4972,1
263,20150612,17,6,12,4,2015,0,9.1,84,61,1013.5,0.0,0,5568,2
262,20150612,18,6,12,4,2015,5,8.0,88,63,1012.9,0.0,0,6456,2
261,20150612,19,6,12,4,2015,5,5.0,86,70,1012.5,0.0,0,7070,2
260,20150612,20,6,12,4,2015,8,6.0,84,71,1011.6,0.0,0,6684,2
259,20150612,21,6,12,4,2015,8,7.0,84,68,1010.8,0.0,0,6238,2
258,20150612,22,6,12,4,2015,5,8.0,82,68,1010.1,0.0,0,6556,2
257,20150612,23,6,12,4,2015,0,8.0,83,69,1010.2,0.0,0,7514,2
256,20150613,0,6,13,5,2015,5,9.1,85,69,1009.8,0.0,0,7138,2
255,20150613,1,6,13,5,2015,7,10.0,86,67,1009.6,0.0,0,5741,2
254,20150613,4,6,13,5,2015,5,10.0,83,68,1009.7,0.0,0,2059,0
253,20150613,6,6,13,5,2015,6,10.0,82,68,1008.9,0.0,0,1156,0
252,20150613,7,6,13,5,2015,7,10.0,81,67,1008.6,0.0,0,1461,0
251,20150613,11,6,13,5,2015,6,10.0,77,64,1011.3,0.0,0,3662,1
250,20150613,17,6,13,5,2015,5,10.0,82,58,1014.1,0.0,0,5734,2
249,20150613,18,6,13,5,2015,5,10.0,85,58,1014.3,0.0,0,5843,2
248,20150613,19,6,13,5,2015,6,10.0,85,56,1014.4,0.0,0,6143,2
247,20150613,20,6,13,5,2015,8,10.0,85,54,1014.4,0.0,0,5972,2
246,20150613,21,6,13,5,2015,8,10.0,84,53,1014.4,0.0,0,5778,2
245,20150613,22,6,13,5,2015,5,10.0,82,55,1014.2,0.0,0,6136,2
244,20150613,23,6,13,5,2015,6,10.0,82,53,1014.8,0.0,0,7007,2
243,20150614,0,6,14,6,2015,3,10.0,81,46,1015.3,0.0,0,7041,2
242,20150614,1,6,14,6,2015,7,10.0,80,47,1015.7,0.0,0,5998,2
241,20150614,2,6,14,6,2015,3,10.0,76,49,1016.4,0.0,0,4456,1
240,20150614,3,6,14,6,2015,0,10.0,76,54,1016.5,0.0,0,3193,1
239,20150614,5,6,14,6,2015,0,10.0,73,58,1016.4,0.0,0,1525,0
238,20150614,7,6,14,6,2015,0,10.0,73,59,1016.5,0.0,0,1119,0
237,20150614,10,6,14,6,2015,0,10.0,72,58,1017.2,0.0,0,2661,0
236,20150614,14,6,14,6,2015,3,10.0,78,58,1018.1,0.0,0,3903,1
235,20150614,15,6,14,6,2015,3,10.0,80,57,1017.8,0.0,0,4376,1
234,20150614,16,6,14,6,2015,3,10.0,84,58,1017.5,0.0,0,4444,1
233,20150614,18,6,14,6,2015,3,10.0,86,59,1016.9,0.0,0,4649,1
232,20150614,20,6,14,6,2015,7,10.0,83,60,1016.5,0.0,0,4294,1
