,date,hour,month,day,day_literal,year,spd,vsb,temp,dewp,slp,sd,hday,pickups,loadrank
2448,20150101,1,1,1,3,2015,5,10.0,30,7,1023.5,0.0,1,7344,2
2447,20150101,2,1,1,3,2015,3,10.0,30,6,1023.0,0.0,1,6043,2
2446,20150101,3,1,1,3,2015,5,10.0,30,8,1022.3,0.0,1,6763,2
2445,20150101,9,1,1,3,2015,3,10.0,27,7,1020.0,0.0,1,565,0
2444,20150101,12,1,1,3,2015,3,10.0,27,7,1020.9,0.0,1,1147,0
2443,20150101,13,1,1,3,2015,7,10.0,27,7,1021.2,0.0,1,1361,0
2442,20150101,15,1,1,3,2015,6,10.0,30,6,1021.9,0.0,1,1760,0
2441,20150101,17,1,1,3,2015,11,10.0,33,7,1019.1,0.0,1,2306,0
2440,20150101,18,1,1,3,2015,10,10.0,35,7,1017.3,0.0,1,2226,0
2439,20150102,0,1,2,4,2015,0,10.0,39,13,1015.3,0.0,0,1384,0
2438,20150102,5,1,2,4,2015,10,10.0,37,17,1016.4,0.0,0,414,0
2437,20150102,7,1,2,4,2015,8,10.0,37,16,1016.8,0.0,0,692,0
2436,20150102,8,1,2,4,2015,7,10.0,37,16,1017.6,0.0,0,945,0
2435,20150102,10,1,2,4,2015,3,10.0,36,16,1018.0,0.0,0,1388,0
2434,20150102,11,1,2,4,2015,8,10.0,36,16,1019.6,0.0,0,1468,0
2433,20150102,13,1,2,4,2015,7,10.0,36,16,1021.7,0.0,0,1812,0
2432,20150102,15,1,2,4,2015,8,10.0,39,17,1023.3,0.0,0,1904,0
2431,20150102,16,1,2,4,2015,9,10.0,41,17,1023.1,0.0,0,2209,0
2430,20150102,19,1,2,4,2015,9,10.0,42,16,1022.7,0.0,0,3186,1
2429,20150102,20,1,2,4,2015,8,10.0,42,16,1023.8,0.0,0,2896,1
2428,20150102,23,1,2,4,2015,7,10.0,40,16,1026.1,0.0,0,2839,1
2427,20150103,1,1,3,5,2015,6,10.0,38,18,1028.2,0.0,0,1957,0
2426,20150103,3,1,3,5,2015,5,10.0,37,18,1029.9,0.0,0,1111,0
2425,20150103,4,1,3,5,2015,3,10.0,36,19,1030.6,0.0,0,929,0
2424,20150103,7,1,3,5,2015,0,10.0,34,18,1031.8,0.0,0,551,0
2423,20150103,11,1,3,5,2015,6,10.0,34,20,1034.6,0.0,0,1650,0
2422,20150103,12,1,3,5,2015,6,10.0,34,20,1034.9,0.0,0,1954,0
2421,20150103,14,1,3,5,2015,7,10.0,35,18,1035.6,0.0,0,2981,1
2420,20150103,16,1,3,5,2015,9,10.0,37,19,1034.3,0.0,0,3439,1
2419,20150103,18,1,3,5,2015,7,2.22,35,29,1032.7,0.0,0,4807,1
2418,20150103,22,1,3,5,2015,6,2.75,35,32,1029.4,0.0,0,3938,1
2417,20150104,2,1,4,6,2015,7,2.7,39,36,1023.8,0.0,0,1810,0
2416,20150104,3,1,4,6,2015,7,3.0,40,37,1021.9,0.0,0,1258,0
2415,20150104,4,1,4,6,2015,7,2.83333333333333,41,38,1020.5,0.0,0,957,0
2414,20150104,6,1,4,6,2015,4,4.0,42,40,1017.1,0.0,0,645,0
2413,20150104,9,1,4,6,2015,0,1.4,41,40,1014.9,0.0,0,920,0
2412,20150104,12,1,4,6,2015,6,9.1,45,42,1013.8,0.0,0,1954,0
2411,20150104,13,1,4,6,2015,8,8.0,44,41,1013.4,0.0,0,2086,0
2410,20150104,14,1,4,6,2015,3,8.5,45,41,1012.8,0.0,0,2132,0
2409,20150104,17,1,4,6,2015,7,8.0,49,47,1009.3,0.0,0,2461,0
2408,20150104,18,1,4,6,2015,8,6.0,50,47,1007.6,0.0,0,2428,0
2407,20150104,19,1,4,6,2015,4,6.0,50,48,1007.2,0.0,0,2253,0
2406,20150105,0,1,5,0,2015,6,10.0,55,50,1005.4,0.0,0,1247,0
2405,20150105,4,1,5,0,2015,14,10.0,51,38,1007.4,0.0,0,316,0
2404,20150105,7,1,5,0,2015,10,10.0,46,27,1010.0,0.0,0,1890,0
2403,20150105,8,1,5,0,2015,10,10.0,44,26,1011.3,0.0,0,2670,0
2402,20150105,9,1,5,0,2015,13,10.0,43,24,1011.5,0.0,0,2708,1
2401,20150105,10,1,5,0,2015,9,10.0,42,24,1012.3,0.0,0,1757,0
2400,20150105,11,1,5,0,2015,16,10.0,41,23,1013.2,0.0,0,1419,0
2399,20150105,13,1,5,0,2015,15,10.0,39,16,1017.2,0.0,0,1445,0
2398,20150105,15,1,5,0,2015,7,10.0,38,15,1019.2,0.0,0,1919,0
2397,20150105,16,1,5,0,2015,16,10.0,36,3,1020.3,0.0,0,1986,0
2396,20150105,17,1,5,0,2015,7,10.0,36,5,1019.9,0.0,0,2500,0
2395,20150105,18,1,5,0,2015,9,10.0,36,6,1019.9,0.0,0,3395,1
2394,20150105,20,1,5,0,2015,7,10.0,34,3,1021.6,0.0,0,3051,1
2393,20150105,23,1,5,0,2015,14,10.0,30,5,1025.0,0.0,0,2050,0
2392,20150106,1,1,6,1,2015,11,10.0,27,-3,1027.4,0.0,0,802,0
2391,20150106,2,1,6,1,2015,3,10.0,25,2,1028.3,0.0,0,428,0
2390,20150106,5,1,6,1,2015,7,10.0,22,-1,1029.6,0.0,0,550,0
2389,20150106,9,1,6,1,2015,7,10.0,20,-2,1028.7,0.0,0,3334,1
2388,20150106,10,1,6,1,2015,5,10.0,20,-2,1028.8,0.0,0,2668,0
2387,20150106,13,1,6,1,2015,3,10.0,20,0,1027.8,0.0,0,1953,0
2386,20150106,14,1,6,1,2015,0,1.3,19,8,1027.1,0.0,0,2023,0
2385,20150106,22,1,6,1,2015,5,4.0,21,13,1019.6,0.0,0,3191,1
2384,20150107,1,1,7,2,2015,8,9.1,21,12,1019.0,0.0,0,923,0
2383,20150107,2,1,7,2,2015,3,9.1,21,13,1018.8,0.0,0,484,0
2382,20150107,3,1,7,2,2015,6,9.1,21,13,1018.6,0.0,0,307,0
2381,20150107,5,1,7,2,2015,3,9.1,20,12,1016.4,0.0,0,507,0
2380,20150107,13,1,7,2,2015,14,10.0,21,8,1013.9,0.333333333333333,0,1965,0
2379,20150107,14,1,7,2,2015,14,10.0,21,5,1014.4,0.375,0,2163,0
2378,20150107,15,1,7,2,2015,16,10.0,22,4,1014.4,0.416666666666667,0,2511,0
2377,20150107,19,1,7,2,2015,16,10.0,23,7,1013.7,0.583333333333333,0,6063,2
2376,20150107,21,1,7,2,2015,17,10.0,21,-2,1016.5,0.666666666666667,0,4867,1
2375,20150107,22,1,7,2,2015,18,10.0,19,-11,1018.1,0.708333333333333,0,4624,1
2374,20150108,2,1,8,3,2015,14,10.0,11,-11,1023.6,0.875,0,629,0
2373,20150108,8,1,8,3,2015,14,10.0,8,-12,1026.7,0.875,0,3751,1
2372,20150108,11,1,8,3,2015,9,10.0,9,-8,1028.6,0.75,0,2435,0
2371,20150108,12,1,8,3,2015,11,10.0,9,-8,1029.3,0.708333333333333,0,2552,0
2370,20150108,13,1,8,3,2015,6,10.0,9,-6,1030.0,0.666666666666667,0,2314,0
2369,20150108,14,1,8,3,2015,7,10.0,11,-4,1030.5,0.625,0,2559,0
2368,20150108,17,1,8,3,2015,6,10.0,18,-2,1028.2,0.5,0,4500,1
2367,20150108,18,1,8,3,2015,7,10.0,20,-1,1027.6,0.458333333333333,0,5631,2
2366,20150108,19,1,8,3,2015,8,10.0,20,-1,1027.5,0.416666666666667,0,6205,2
2365,20150108,20,1,8,3,2015,7,10.0,20,-1,1027.5,0.375,0,5797,2
2364,20150108,21,1,8,3,2015,5,10.0,20,0,1027.1,0.333333333333333,0,5268,1
2363,20150108,22,1,8,3,2015,7,10.0,19,-1,1026.9,0.291666666666667,0,5060,1
2362,20150109,2,1,9,4,2015,10,10.0,16,-3,1026.3,0.125,0,823,0
2361,20150109,5,1,9,4,2015,6,10.0,19,1,1022.9,0.0,0,595,0
2360,20150109,6,1,9,4,2015,8,10.0,20,2,1021.9,0.0,0,1042,0
2359,20150109,10,1,9,4,2015,9,10.0,25,8,1015.6,0.0,0,2963,1
2358,20150109,14,1,9,4,2015,10,1.475,23,17,1017.4,0.0,0,2409,0
2357,20150109,16,1,9,4,2015,5,10.0,26,14,1016.8,0.0,0,3098,1
2356,20150109,17,1,9,4,2015,9,10.0,29,12,1015.8,0.0,0,3932,1
2355,20150109,19,1,9,4,2015,5,10.0,33,9,1015.5,0.0,0,6386,2
2354,20150109,20,1,9,4,2015,8,10.0,32,9,1016.1,0.0,0,6192,2
2353,20150109,21,1,9,4,2015,8,10.0,32,9,1016.8,0.0,0,5149,1
2352,20150109,22,1,9,4,2015,8,10.0,31,9,1017.6,0.0,0,4944,1
2351,20150110,0,1,10,5,2015,8,10.0,30,8,1019.6,0.0,0,4868,1
2350,20150110,2,1,10,5,2015,17,10.0,27,5,1021.3,0.0,0,2501,0
2349,20150110,3,1,10,5,2015,12,10.0,26,2,1022.0,0.0,0,1685,0
2348,20150110,4,1,10,5,2015,7,10.0,25,1,1022.4,0.0,0,1022,0
2347,20150110,7,1,10,5,2015,8,10.0,22,1,1024.6,0.0833333333333333,0,773,0
2346,20150110,8,1,10,5,2015,5,10.0,20,1,1025.6,0.125,0,1012,0
2345,20150110,10,1,10,5,2015,8,10.0,19,1,1026.5,0.208333333333333,0,2032,0
2344,20150110,11,1,10,5,2015,10,10.0,18,0,1027.7,0.25,0,2472,0
2343,20150110,13,1,10,5,2015,11,10.0,16,-2,1029.9,0.333333333333333,0,3085,1
2342,20150110,15,1,10,5,2015,8,10.0,17,-3,1032.1,0.416666666666667,0,3414,1
2341,20150110,16,1,10,5,2015,9,10.0,18,-4,1032.4,0.458333333333333,0,4081,1
2340,20150110,17,1,10,5,2015,9,10.0,19,-4,1031.7,0.5,0,4920,1
2339,20150110,18,1,10,5,2015,10,10.0,20,-3,1031.4,0.541666666666667,0,5391,2
2338,20150110,19,1,10,5,2015,7,10.0,22,-1,1030.9,0.583333333333333,0,6106,2
2337,20150110,20,1,10,5,2015,3,10.0,23,-1,1031.5,0.625,0,6631,2
2336,20150110,21,1,10,5,2015,6,10.0,23,-2,1031.6,0.666666666666667,0,5604,2
2335,20150110,22,1,10,5,2015,8,10.0,22,-2,1031.7,0.708333333333333,0,5671,2
2334,20150110,23,1,10,5,2015,7,10.0,21,-2,1032.6,0.75,0,6438,2
2333,20150111,0,1,11,6,2015,6,10.0,20,-1,1032.7,0.791666666666667,0,5982,2
2332,20150111,1,1,11,6,2015,10,10.0,20,-2,1033.4,0.833333333333333,0,4853,1
2331,20150111,2,1,11,6,2015,8,10.0,20,-1,1034.6,0.875,0,3600,1
2330,20150111,4,1,11,6,2015,8,10.0,19,-1,1035.6,0.958333333333333,0,1386,0
2329,20150111,5,1,11,6,2015,9,10.0,19,-1,1035.4,1.0,0,798,0
2328,20150111,10,1,11,6,2015,5,10.0,20,-1,1036.7,1.0,0,1667,0
2327,20150111,14,1,11,6,2015,0,10.0,24,0,1038.6,1.0,0,2942,1
2326,20150111,17,1,11,6,2015,6,10.0,30,6,1036.7,1.0,0,3465,1
2325,20150111,19,1,11,6,2015,6,10.0,33,10,1034.7,1.0,0,3320,1
2324,20150111,21,1,11,6,2015,3,10.0,37,11,1034.0,1.0,0,2407,0
2323,20150111,22,1,11,6,2015,11,10.0,37,11,1033.7,1.0,0,2500,0
2322,20150111,23,1,11,6,2015,6,10.0,37,12,1034.3,1.0,0,2289,0
2321,20150112,0,1,12,0,2015,8,10.0,37,10,1034.6,1.0,0,1397,0
2320,20150112,5,1,12,0,2015,7,10.0,37,14,1032.4,1.0,0,743,0
2319,20150112,6,1,12,0,2015,7,10.0,37,13,1031.9,0.958333333333333,0,1313,0
2318,20150112,10,1,12,0,2015,6,10.0,36,21,1029.0,0.791666666666667,0,3190,1
2317,20150112,12,1,12,0,2015,4,10.0,36,22,1027.9,0.708333333333333,0,2624,0
2316,20150112,14,1,12,0,2015,3,4.0,35,27,1027.5,0.625,0,2655,0
2315,20150112,15,1,12,0,2015,2,2.83333333333333,35,31,1026.8,0.583333333333333,0,3191,1
2314,20150112,16,1,12,0,2015,0,2.025,37,33,1024.9,0.541666666666667,0,3141,1
2313,20150112,19,1,12,0,2015,1,2.26666666666667,36,33,1020.8,0.416666666666667,0,4243,1
2312,20150112,21,1,12,0,2015,3,2.47142857142857,37,34,1020.5,0.333333333333333,0,3298,1
2311,20150112,22,1,12,0,2015,2,4.125,37,34,1020.1,0.291666666666667,0,3065,1
2310,20150113,0,1,13,1,2015,0,5.0,38,34,1019.6,0.208333333333333,0,1776,0
2309,20150113,3,1,13,1,2015,7,7.0,37,33,1021.1,0.0833333333333334,0,295,0
2308,20150113,6,1,13,1,2015,5,10.0,36,30,1024.1,0.0,0,1029,0
2307,20150113,7,1,13,1,2015,8,10.0,36,28,1025.0,0.0,0,1979,0
2306,20150113,8,1,13,1,2015,10,10.0,35,26,1025.8,0.0,0,3113,1
2305,20150113,9,1,13,1,2015,6,10.0,35,25,1026.5,0.0,0,3615,1
2304,20150113,10,1,13,1,2015,7,10.0,35,23,1027.9,0.0,0,2724,1
2303,20150113,13,1,13,1,2015,11,10.0,29,17,1032.0,0.0,0,2161,0
2302,20150113,14,1,13,1,2015,8,10.0,27,16,1033.6,0.0,0,2435,0
2301,20150113,15,1,13,1,2015,16,10.0,25,12,1035.2,0.0,0,3011,1
2300,20150113,16,1,13,1,2015,13,10.0,24,9,1035.7,0.0,0,3249,1
2299,20150113,17,1,13,1,2015,10,10.0,24,5,1035.1,0.0,0,4233,1
2298,20150113,19,1,13,1,2015,0,10.0,24,4,1035.1,0.0,0,5705,2
2297,20150113,20,1,13,1,2015,9,10.0,23,2,1035.4,0.0,0,4981,1
2296,20150113,21,1,13,1,2015,9,10.0,22,4,1036.7,0.0,0,4610,1
2295,20150114,0,1,14,2,2015,7,10.0,19,4,1037.9,0.0,0,2007,0
2294,20150114,2,1,14,2,2015,8,10.0,19,4,1036.9,0.0,0,563,0
2293,20150114,3,1,14,2,2015,7,10.0,18,4,1037.4,0.0,0,332,0
2292,20150114,5,1,14,2,2015,8,10.0,17,2,1035.4,0.0,0,631,0
2291,20150114,7,1,14,2,2015,9,10.0,17,3,1035.3,0.0,0,2246,0
2290,20150114,8,1,14,2,2015,8,10.0,18,3,1033.7,0.0,0,3490,1
2289,20150114,10,1,14,2,2015,7,10.0,18,3,1033.6,0.0,0,2897,1
2288,20150114,11,1,14,2,2015,7,10.0,18,6,1031.8,0.0,0,2335,0
2287,20150114,12,1,14,2,2015,6,10.0,18,7,1031.2,0.0,0,2438,0
2286,20150114,17,1,14,2,2015,8,10.0,28,15,1027.8,0.0,0,3994,1
2285,20150114,18,1,14,2,2015,13,10.0,30,17,1026.5,0.0,0,4982,1
2284,20150114,19,1,14,2,2015,9,10.0,31,19,1025.9,0.0,0,5323,1
2283,20150114,20,1,14,2,2015,7,10.0,31,19,1025.4,0.0,0,4635,1
2282,20150114,22,1,14,2,2015,5,10.0,31,18,1024.4,0.0,0,4172,1
2281,20150114,23,1,14,2,2015,6,10.0,31,19,1024.5,0.0,0,3257,1
2280,20150115,0,1,15,3,2015,5,10.0,31,19,1024.6,0.0,0,2064,0
2279,20150115,1,1,15,3,2015,6,10.0,31,19,1024.0,0.0,0,1137,0
2278,20150115,2,1,15,3,2015,7,10.0,31,20,1023.5,0.0,0,613,0
2277,20150115,3,1,15,3,2015,0,10.0,30,20,1023.2,0.0,0,380,0
2276,20150115,7,1,15,3,2015,0,10.0,28,18,1021.3,0.0,0,2115,0
2275,20150115,10,1,15,3,2015,3,10.0,27,17,1020.8,0.0,0,2767,1
2274,20150115,11,1,15,3,2015,6,10.0,26,16,1021.1,0.0,0,2167,0
2273,20150115,13,1,15,3,2015,5,10.0,25,16,1021.2,0.0,0,2173,0
2272,20150115,15,1,15,3,2015,5,10.0,27,15,1020.8,0.0,0,2857,1
2271,20150115,16,1,15,3,2015,6,10.0,28,14,1020.1,0.0,0,3296,1
2270,20150115,19,1,15,3,2015,5,10.0,34,13,1016.2,0.0,0,5570,2
2269,20150115,20,1,15,3,2015,5,10.0,34,13,1015.5,0.0,0,5319,1
2268,20150116,0,1,16,4,2015,7,10.0,33,15,1015.5,0.0,0,2803,1
2267,20150116,2,1,16,4,2015,5,9.1,32,17,1014.2,0.0,0,901,0
2266,20150116,4,1,16,4,2015,6,10.0,31,15,1013.2,0.0,0,596,0
2265,20150116,7,1,16,4,2015,8,10.0,31,14,1011.5,0.0,0,1970,0
2264,20150116,9,1,16,4,2015,8,10.0,31,15,1010.2,0.0,0,3470,1
2263,20150116,10,1,16,4,2015,8,10.0,31,15,1009.9,0.0,0,2710,1
2262,20150116,17,1,16,4,2015,9,10.0,39,19,1009.7,0.0,0,4281,1
2261,20150116,19,1,16,4,2015,15,10.0,43,15,1009.5,0.0,0,6160,2
2260,20150116,20,1,16,4,2015,10,10.0,39,17,1011.2,0.0,0,6058,2
2259,20150116,23,1,16,4,2015,8,10.0,30,9,1016.4,0.0,0,5554,2
2258,20150117,3,1,17,5,2015,10,10.0,22,0,1021.9,0.0,0,1801,0
2257,20150117,6,1,17,5,2015,10,10.0,19,1,1023.7,0.0,0,872,0
2256,20150117,7,1,17,5,2015,3,10.0,19,1,1024.5,0.0,0,841,0
2255,20150117,8,1,17,5,2015,5,10.0,18,1,1025.7,0.0,0,1050,0
2254,20150117,10,1,17,5,2015,10,10.0,18,1,1027.5,0.0,0,2045,0
2253,20150117,11,1,17,5,2015,8,10.0,18,2,1028.8,0.0,0,2478,0
2252,20150117,12,1,17,5,2015,6,10.0,17,1,1028.7,0.0,0,2797,1
2251,20150117,13,1,17,5,2015,7,10.0,17,1,1028.7,0.0,0,2939,1
2250,20150117,14,1,17,5,2015,3,10.0,17,1,1029.1,0.0,0,2933,1
2249,20150117,15,1,17,5,2015,5,10.0,20,1,1028.8,0.0,0,2970,1
2248,20150117,17,1,17,5,2015,6,10.0,24,1,1028.3,0.0,0,4365,1
2247,20150117,18,1,17,5,2015,7,10.0,26,2,1027.9,0.0,0,4871,1
2246,20150117,19,1,17,5,2015,5,10.0,27,-1,1027.3,0.0,0,5922,2
2245,20150117,20,1,17,5,2015,7,10.0,29,0,1027.2,0.0,0,5676,2
2244,20150117,22,1,17,5,2015,7,10.0,28,6,1026.8,0.0,0,4870,1
2243,20150117,23,1,17,5,2015,9,10.0,28,11,1026.2,0.0,0,5475,2
2242,20150118,0,1,18,6,2015,7,10.0,29,12,1025.7,0.0,0,5395,2
2241,20150118,2,1,18,6,2015,6,10.0,31,14,1025.7,0.0,0,3108,1
2240,20150118,4,1,18,6,2015,7,10.0,31,16,1024.7,0.0,0,1476,0
2239,20150118,5,1,18,6,2015,5,10.0,31,19,1023.8,0.0,0,806,0
2238,20150118,7,1,18,6,2015,7,10.0,34,23,1022.8,0.0,0,546,0
2237,20150118,8,1,18,6,2015,0,10.0,33,23,1022.0,0.0,0,845,0
2236,20150118,9,1,18,6,2015,5,10.0,34,25,1020.9,0.0,0,1280,0
2235,20150118,10,1,18,6,2015,3,10.0,35,26,1020.4,0.0,0,2058,0
2234,20150118,11,1,18,6,2015,4,10.0,34,26,1019.9,0.0,0,3177,1
2233,20150118,12,1,18,6,2015,6,8.0,34,27,1019.0,0.0,0,4005,1
2232,20150118,15,1,18,6,2015,4,0.94,35,32,1016.0,0.0,0,5325,1
2231,20150118,17,1,18,6,2015,3,0.3,36,34,1013.5,0.0,0,4835,1
2230,20150118,19,1,18,6,2015,5,0.65,38,36,1010.4,0.0,0,4613,1
2229,20150118,20,1,18,6,2015,1,0.333333333333333,39,36,1009.1,0.0,0,3485,1
2228,20150119,0,1,19,0,2015,0,3.45,42,39,1006.0,0.0,1,2094,0
2227,20150119,1,1,19,0,2015,1,5.5,41,38,1006.0,0.0,1,1425,0
2226,20150119,7,1,19,0,2015,7,9.1,37,31,1007.1,0.0,1,924,0
2225,20150119,8,1,19,0,2015,5,10.0,37,30,1007.4,0.0,1,1421,0
2224,20150119,9,1,19,0,2015,7,10.0,37,30,1007.3,0.0,1,1902,0
2223,20150119,11,1,19,0,2015,5,10.0,37,29,1007.7,0.0,1,2020,0
2222,20150119,15,1,19,0,2015,8,10.0,39,27,1009.8,0.0,1,2565,0
2221,20150119,16,1,19,0,2015,10,10.0,40,25,1009.9,0.0,1,2812,1
2220,20150119,19,1,19,0,2015,10,10.0,40,23,1009.2,0.0,1,3369,1
2219,20150119,21,1,19,0,2015,10,10.0,41,20,1009.5,0.0,1,2503,0
2218,20150120,0,1,20,1,2015,8,10.0,40,20,1011.4,0.0,0,1303,0
2217,20150120,3,1,20,1,2015,7,10.0,39,22,1011.6,0.0,0,270,0
2216,20150120,5,1,20,1,2015,5,10.0,39,24,1011.5,0.0,0,713,0
2215,20150120,6,1,20,1,2015,6,10.0,38,24,1011.3,0.0,0,1243,0
2214,20150120,7,1,20,1,2015,3,10.0,38,24,1011.3,0.0,0,2167,0
2213,20150120,9,1,20,1,2015,5,10.0,37,23,1011.4,0.0,0,3411,1
2212,20150120,10,1,20,1,2015,9,10.0,36,21,1011.4,0.0,0,2548,0
2211,20150120,11,1,20,1,2015,6,10.0,35,19,1011.9,0.0,0,1951,0
2210,20150120,13,1,20,1,2015,8,10.0,34,18,1013.4,0.0,0,1860,0
2209,20150120,17,1,20,1,2015,6,10.0,37,17,1012.6,0.0,0,3446,1
2208,20150120,18,1,20,1,2015,3,10.0,39,18,1011.9,0.0,0,4443,1
2207,20150120,21,1,20,1,2015,6,10.0,40,19,1013.4,0.0,0,3705,1
2206,20150120,22,1,20,1,2015,6,10.0,39,20,1013.8,0.0,0,3560,1
2205,20150120,23,1,20,1,2015,5,10.0,38,19,1013.8,0.0,0,2758,1
2204,20150121,0,1,21,2,2015,5,10.0,38,18,1014.3,0.0,0,1641,0
2203,20150121,1,1,21,2,2015,6,10.0,37,18,1015.1,0.0,0,1012,0
2202,20150121,6,1,21,2,2015,5,10.0,31,7,1017.9,0.0,0,1125,0
2201,20150121,7,1,21,2,2015,7,10.0,30,6,1018.5,0.0,0,2084,0
2200,20150121,9,1,21,2,2015,6,10.0,28,10,1019.1,0.0,0,3497,1
2199,20150121,10,1,21,2,2015,6,10.0,27,10,1019.7,0.0,0,2596,0
2198,20150121,11,1,21,2,2015,3,10.0,26,8,1019.7,0.0,0,2138,0
2197,20150121,12,1,21,2,2015,7,10.0,25,8,1019.9,0.0,0,2195,0
2196,20150121,13,1,21,2,2015,5,10.0,26,10,1020.2,0.0,0,1998,0
2195,20150121,15,1,21,2,2015,3,10.0,29,8,1021.6,0.0,0,2544,0
2194,20150121,18,1,21,2,2015,0,10.0,35,8,1020.7,0.0,0,4781,1
2193,20150121,21,1,21,2,2015,3,10.0,35,3,1020.5,0.0,0,4193,1
2192,20150121,22,1,21,2,2015,3,10.0,34,5,1019.5,0.0,0,3937,1
2191,20150122,1,1,22,3,2015,0,10.0,35,10,1020.8,0.0,0,1074,0
2190,20150122,2,1,22,3,2015,7,10.0,34,12,1020.7,0.0,0,563,0
2189,20150122,3,1,22,3,2015,0,9.1,34,16,1021.0,0.0,0,353,0
2188,20150122,5,1,22,3,2015,3,10.0,34,14,1020.8,0.0,0,591,0
2187,20150122,6,1,22,3,2015,0,10.0,33,15,1020.9,0.0,0,1120,0
2186,20150122,8,1,22,3,2015,5,10.0,33,19,1021.0,0.0,0,3379,1
2185,20150122,9,1,22,3,2015,3,4.0,32,19,1021.1,0.0,0,3526,1
2184,20150122,12,1,22,3,2015,1,2.5,31,20,1022.2,0.0,0,2238,0
2183,20150122,13,1,22,3,2015,1,2.03333333333333,31,21,1022.7,0.0,0,2065,0
2182,20150122,14,1,22,3,2015,4,5.0,31,22,1023.1,0.0,0,2238,0
2181,20150122,15,1,22,3,2015,7,10.0,32,22,1023.7,0.0,0,2726,1
2180,20150122,19,1,22,3,2015,0,10.0,38,21,1022.6,0.0,0,5558,2
2179,20150122,22,1,22,3,2015,6,10.0,38,22,1024.1,0.0,0,5021,1
2178,20150122,23,1,22,3,2015,6,10.0,38,23,1025.2,0.0,0,4328,1
2177,20150123,2,1,23,4,2015,10,10.0,34,16,1026.6,0.0,0,895,0
2176,20150123,3,1,23,4,2015,9,10.0,33,14,1026.6,0.0,0,614,0
2175,20150123,5,1,23,4,2015,8,10.0,31,12,1026.9,0.0,0,655,0
2174,20150123,9,1,23,4,2015,5,10.0,29,14,1026.8,0.0,0,3432,1
2173,20150123,10,1,23,4,2015,8,10.0,28,14,1026.9,0.0,0,2707,1
2172,20150123,11,1,23,4,2015,5,10.0,28,14,1026.9,0.0,0,2231,0
2171,20150123,13,1,23,4,2015,9,10.0,28,14,1027.4,0.0,0,2335,0
2170,20150123,16,1,23,4,2015,0,10.0,31,14,1025.7,0.0,0,3327,1
2169,20150123,17,1,23,4,2015,5,10.0,33,14,1024.3,0.0,0,4216,1
2168,20150123,19,1,23,4,2015,7,10.0,38,16,1022.1,0.0,0,6244,2
2167,20150123,20,1,23,4,2015,8,10.0,38,17,1021.3,0.0,0,6002,2
2166,20150123,22,1,23,4,2015,6,10.0,38,21,1019.4,0.0,0,4802,1
2165,20150124,0,1,24,5,2015,6,9.1,37,22,1019.1,0.0,0,5136,1
2164,20150124,1,1,24,5,2015,6,8.0,37,23,1018.4,0.0,0,4120,1
2163,20150124,8,1,24,5,2015,3,0.5,33,30,1010.0,0.375,0,1304,0
2162,20150124,9,1,24,5,2015,5,0.5,33,30,1008.6,0.5,0,1836,0
2161,20150124,10,1,24,5,2015,3,1.025,33,30,1006.5,0.625,0,2573,0
2160,20150124,11,1,24,5,2015,4,2.025,33,30,1005.6,0.75,0,2934,1
2159,20150124,12,1,24,5,2015,8,3.0,33,30,1003.1,0.875,0,3503,1
2158,20150124,13,1,24,5,2015,6,2.0,33,30,1002.2,1.0,0,3602,1
2157,20150124,14,1,24,5,2015,8,1.3,34,31,1000.0,1.125,0,3307,1
2156,20150124,15,1,24,5,2015,6,1.0,34,31,999.1,1.25,0,3167,1
2155,20150124,16,1,24,5,2015,6,2.66666666666667,35,31,997.8,1.375,0,3470,1
2154,20150124,17,1,24,5,2015,6,1.75,35,32,996.6,1.5,0,4422,1
2153,20150124,19,1,24,5,2015,13,5.0,36,32,992.3,1.75,0,5949,2
2152,20150124,20,1,24,5,2015,5,6.5,36,31,991.6,1.875,0,5850,2
2151,20150124,21,1,24,5,2015,5,6.25,36,30,991.4,2.0,0,4904,1
2150,20150124,22,1,24,5,2015,4,6.0,37,31,992.9,2.125,0,4864,1
2149,20150124,23,1,24,5,2015,8,8.0,38,32,993.4,2.25,0,5507,2
2148,20150125,0,1,25,6,2015,7,9.1,38,30,994.1,2.375,0,5197,1
2147,20150125,1,1,25,6,2015,7,10.0,38,25,995.3,2.5,0,4231,1
2146,20150125,5,1,25,6,2015,9,10.0,36,24,998.5,3.0,0,817,0
2145,20150125,6,1,25,6,2015,11,10.0,37,23,999.0,2.95833333333333,0,705,0
2144,20150125,9,1,25,6,2015,7,10.0,36,24,1001.5,2.83333333333333,0,1286,0
2143,20150125,13,1,25,6,2015,8,10.0,36,25,1005.0,2.66666666666667,0,2886,1
2142,20150125,15,1,25,6,2015,5,9.1,39,27,1006.7,2.58333333333333,0,2975,1
2141,20150125,18,1,25,6,2015,6,10.0,42,14,1008.1,2.45833333333333,0,3832,1
2140,20150125,20,1,25,6,2015,10,10.0,42,11,1008.5,2.375,0,2953,1
2139,20150125,21,1,25,6,2015,6,10.0,41,14,1009.2,2.33333333333333,0,2637,0
2138,20150125,22,1,25,6,2015,0,10.0,38,10,1010.3,2.29166666666667,0,2448,0
2137,20150126,0,1,26,0,2015,3,10.0,36,8,1012.8,2.20833333333333,0,1380,0
2136,20150126,1,1,26,0,2015,3,10.0,35,10,1013.7,2.16666666666667,0,811,0
